TestTargetsPerCommit,RL,RF,RRF,MART,RankNet,RankBoost,Coordinate Ascent,LambdaMART,RLMLP,kNN,imaging,normal,RPA
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,1,1,1,0.82,1,0.82,0.84,0.8,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
41,0.7664287813274,0.901507073590529,0.817648293522522,0.903656437597078,0.81234624910793,0.856932958314093,0.710755215985895,0.920465135804542,0.748180177154612,0.854372192603165,,,
5,0.901818181818182,0.909090909090909,0.912727272727273,0.890909090909091,0.84,0.854545454545455,0.825454545454545,0.92,0.943636363636364,0.818181818181818,,,
1,1,1,1,1,1,1,1,1,1,1,,,
10,0.791948051948052,0.68,0.597402597402597,0.974025974025974,0.785454545454545,1,0.683116883116883,0.876623376623377,0.784935064935065,0.571428571428572,,,
10,0.767012987012987,0.597402597402597,0.597402597402597,0.857142857142857,0.807012987012987,0.883116883116883,0.845454545454546,0.974025974025974,0.785974025974026,0.571428571428572,,,
11,0.761264822134388,0.950197628458498,0.902766798418973,0.948616600790514,0.848418972332016,0.956521739130435,0.766798418972332,0.963241106719368,0.733399209486166,0.897233201581028,,,
6,0.902197802197802,0.938461538461538,0.895604395604395,0.89010989010989,0.869230769230769,0.945054945054945,0.808791208791209,0.982417582417583,0.867032967032967,0.89010989010989,,,
9,0.859649122807017,0.930175438596491,0.92140350877193,0.83859649122807,0.852631578947369,0.898245614035088,0.800350877192982,0.91859649122807,0.876842105263158,0.821052631578948,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
8,0.820588235294117,0.968137254901961,0.956372549019608,0.867647058823529,0.884313725490196,0.950980392156863,0.77156862745098,0.983823529411765,0.826960784313725,0.818627450980392,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,0.8,0.8,0.8,0.94,0.8,0.88,0.9,0.8,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,1,1,1,1,0.94,0.8,0.86,0.98,1,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,1,1,1,0.8,0.96,1,0.88,1,1,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
49,0.743102040816327,0.928004947433519,0.898033395176253,0.913048855905999,0.800662956091528,0.842077922077922,0.729939393939394,0.914988249845393,0.728192949907236,0.831267779839208,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
9,0.877894736842105,0.930175438596491,0.898245614035088,0.891228070175439,0.836491228070175,0.933333333333333,0.754035087719298,0.977894736842105,0.862456140350877,0.8,,,
44,0.712168879809329,0.937745999319033,0.910388151174668,0.907660878447395,0.8001974804222,0.82267620020429,0.749107933265237,0.918784473953013,0.729577800476677,0.795743956418114,,,
12,0.766615384615385,0.939076923076923,0.921692307692308,0.930769230769231,0.864307692307692,0.947692307692307,0.771076923076923,0.972615384615385,0.741076923076923,0.872307692307692,,,
10,0.800519480519481,0.966753246753247,0.963376623376623,0.914285714285714,0.859480519480519,0.890909090909091,0.781818181818182,0.940779220779221,0.78,0.857142857142857,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.935714285714286,0.928571428571428,0.928571428571428,1,0.828571428571429,0.928571428571429,0.971428571428572,0.778571428571429,0.892857142857143,0.714285714285714,,,
22,0.721054018445323,0.89931488801054,0.920974967061924,0.903293807641634,0.809934123847167,0.875889328063241,0.74300395256917,0.86163372859025,0.777206851119895,0.752569169960474,,,
1,1,1,1,1,1,1,1,1,1,1,,,
54,0.740150125104254,0.918317116115281,0.903981095357242,0.910091743119266,0.801545732554907,0.812473357427486,0.724290612547493,0.898691502177741,0.756810304883699,0.790714484292466,,,
52,0.733410740203193,0.936267883060336,0.879307484967863,0.921687746216049,0.806585113000208,0.835434376943811,0.764965788928053,0.907746216048103,0.761996682562721,0.783018867924529,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
37,0.77701280227596,0.934133712660028,0.897792318634424,0.924381223328592,0.799658605974395,0.860199146514936,0.765718349928876,0.910617354196301,0.761359886201991,0.772233285917496,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.785714285714286,0.9,1,0.785714285714286,0.935714285714286,0.714285714285714,0.914285714285714,0.928571428571429,0.807142857142857,0.928571428571429,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
8,0.759313725490196,0.858333333333333,0.803921568627451,0.872549019607843,0.863235294117647,0.887254901960784,0.775980392156863,0.899019607843137,0.786764705882353,0.823529411764706,,,
47,0.770041993281075,0.929706047032475,0.858516237402016,0.922844344904815,0.796755319148936,0.82491601343785,0.738384658454647,0.898726203807391,0.747273236282195,0.801231802911534,,,
47,0.757376819708847,0.93521836506159,0.900293952967525,0.922144456886898,0.792911534154535,0.816573348264278,0.764633258678612,0.903356662933931,0.763645016797312,0.784098544232923,,,
4,0.746666666666667,0.7,0.95,0.966666666666667,0.79,0.733333333333333,0.78,0.883333333333334,0.81,0.933333333333333,,,
5,0.754545454545454,0.94,0.885454545454545,0.927272727272728,0.890909090909091,0.909090909090909,0.847272727272727,0.923636363636364,0.832727272727273,0.818181818181818,,,
50,0.733167152009319,0.92377402446127,0.910625509609785,0.921071636575422,0.763652882935352,0.785859056493885,0.771485148514852,0.86788584740827,0.750902737332557,0.752451951077461,,,
13,0.827350427350427,0.874358974358974,0.894261294261294,0.8998778998779,0.831746031746032,0.860805860805861,0.794749694749695,0.888766788766789,0.798901098901099,0.743589743589743,,,
5,0.810909090909091,0.810909090909091,0.850909090909091,0.981818181818182,0.783636363636364,0.854545454545455,0.867272727272727,0.785454545454545,0.845454545454545,0.909090909090909,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
7,0.66,0.991428571428572,0.923571428571429,0.785714285714286,0.91,0.957142857142857,0.889285714285714,0.970714285714286,0.692857142857143,0.857142857142857,,,
1,1,1,1,1,1,1,1,1,1,1,,,
5,0.878181818181818,0.805454545454545,0.930909090909091,0.890909090909091,0.74,0.890909090909091,0.672727272727273,0.930909090909091,0.798181818181818,0.745454545454546,,,
1,1,1,1,1,1,1,1,1,1,1,,,
3,0.785714285714286,0.785714285714286,0.885714285714286,0.928571428571429,0.9,0.928571428571429,0.942857142857143,0.864285714285714,0.785714285714286,0.928571428571428,,,
1,1,1,1,1,1,1,1,1,1,1,,,
51,0.754085577472214,0.932691209418794,0.916105082809823,0.912819048455827,0.795077538110091,0.796841365373633,0.754896103325572,0.893713482405658,0.738665817335149,0.783662083205202,,,
5,0.832727272727273,0.938181818181818,0.943636363636364,0.945454545454546,0.745454545454545,0.890909090909091,0.7,0.923636363636364,0.816363636363636,0.636363636363636,,,
20,0.818745644599303,0.874982578397212,0.87006968641115,0.858885017421603,0.803623693379791,0.846341463414634,0.715853658536585,0.867456445993031,0.809616724738676,0.754006968641115,,,
47,0.753320268756999,0.890652295632699,0.897110862262038,0.892021276595745,0.788975363941769,0.81942889137738,0.724986002239642,0.885638297872341,0.761136618141097,0.77127659574468,,,
4,0.886666666666667,0.8,0.866666666666667,0.766666666666667,0.816666666666667,0.8,0.84,0.826666666666667,0.86,0.666666666666667,,,
5,0.774545454545454,0.896363636363636,0.890909090909091,0.981818181818182,0.790909090909091,0.981818181818182,0.823636363636364,0.772727272727273,0.772727272727273,0.654545454545455,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
4,0.796666666666667,0.983333333333333,0.866666666666667,0.966666666666667,0.8,0.8,0.813333333333333,0.8,0.766666666666667,0.666666666666667,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
4,0.83,0.993333333333333,0.866666666666667,1,0.81,0.8,0.83,0.8,0.823333333333334,0.666666666666667,,,
1,1,1,1,1,1,1,1,1,1,1,,,
43,0.818006852810381,0.889892104687614,0.866045782605526,0.859189327112342,0.789943136254283,0.803528468323978,0.740205584311438,0.896599110592695,0.804975577750237,0.803091054895385,,,
4,0.89,0.8,0.866666666666667,0.766666666666667,0.816666666666667,0.8,0.84,0.826666666666667,0.833333333333333,0.666666666666667,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
6,0.80989010989011,0.949450549450549,0.873626373626374,0.989010989010989,0.758241758241758,0.846153846153847,0.79010989010989,0.77032967032967,0.892307692307692,0.681318681318681,,,
5,0.701818181818182,0.941818181818182,0.901818181818182,0.945454545454546,0.790909090909091,0.981818181818182,0.841818181818182,0.812727272727273,0.798181818181818,0.654545454545455,,,
7,0.797142857142857,0.937142857142857,0.820714285714286,0.971428571428572,0.751428571428571,0.878571428571428,0.802142857142857,0.726428571428571,0.807142857142857,0.6,,,
5,0.890909090909091,0.938181818181818,0.867272727272727,0.927272727272728,0.776363636363636,0.890909090909091,0.872727272727273,0.705454545454545,0.945454545454545,0.690909090909091,,,
15,0.785967741935484,0.891854838709677,0.896693548387097,0.860483870967742,0.82258064516129,0.855645161290323,0.795322580645161,0.866532258064516,0.784112903225806,0.756451612903226,,,
5,0.883636363636363,0.947272727272727,0.858181818181818,0.945454545454546,0.790909090909091,0.981818181818182,0.809090909090909,0.821818181818182,0.850909090909091,0.654545454545455,,,
2,1,0.8,0.8,1,0.84,1,0.92,0.8,1,0.8,,,
3,0.785714285714286,0.928571428571428,0.935714285714286,1,0.957142857142857,0.785714285714286,0.95,1,0.785714285714286,0.714285714285714,,,
1,1,1,1,1,1,1,1,1,1,1,,,
44,0.753357167177392,0.919138576779026,0.900272386789241,0.91331290432414,0.786210418794689,0.809056860742254,0.750211099761662,0.887524685052775,0.775444330949949,0.789070480081716,,,
8,0.777450980392157,0.931862745098039,0.893137254901961,0.897058823529412,0.870588235294118,0.990196078431372,0.844117647058824,0.943627450980392,0.783333333333333,0.823529411764706,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,0.8,0.8,0.8,0.8,0.96,0.8,0.88,1,0.8,0.8,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
2,1,1,1,1,0.96,1,0.84,1,1,1,,,
2,1,1,1,1,0.96,1,0.9,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
41,0.739796817933756,0.92397044624491,0.920679232609882,0.935980857226817,0.755480458419042,0.781285420427354,0.719125981277025,0.864602661517149,0.734108559674237,0.826707526971999,,,
47,0.749319708846585,0.907088465845465,0.851492161254199,0.898964165733483,0.787116461366181,0.807138857782755,0.765181970884658,0.888328667413214,0.755431131019037,0.770072788353864,,,
47,0.764871220604703,0.948986562150056,0.91028555431131,0.903835386338186,0.786797312430011,0.806270996640538,0.761105823068309,0.892527995520717,0.775243561030235,0.767273236282195,,,
47,0.727085666293393,0.944980403135498,0.90244960806271,0.906802911534155,0.789406494960806,0.830711086226204,0.760366741321389,0.893650615901456,0.734476483762598,0.768365061590146,,,
47,0.773367861142217,0.937782754759238,0.90489921612542,0.900531914893617,0.786704927211646,0.823656215005599,0.758541433370661,0.889333706606943,0.755293952967525,0.768589025755879,,,
3,0.778571428571429,0.9,0.928571428571429,0.928571428571429,0.871428571428571,0.928571428571429,0.992857142857143,0.821428571428571,0.864285714285714,0.714285714285714,,,
18,0.753816974869607,0.862446657183499,0.855618776671408,0.833570412517781,0.76533902323376,0.677572309151256,0.706164058795638,0.802939781887151,0.77226173541963,0.599810336652442,,,
64,0.676191860465116,0.910311940966011,0.908331842576029,0.807267441860465,0.797345706618963,0.714557245080501,0.820693202146691,0.882986359570662,0.683383273703041,0.77485465116279,,,
67,0.833023119695639,0.921944200565798,0.915539947322212,0.826446200370696,0.774134230806751,0.715891132572432,0.722749975612135,0.870614574187884,0.853478685006341,0.768042142230026,,,
3,0.928571428571429,0.821428571428571,0.928571428571429,0.785714285714286,0.9,0.928571428571429,0.935714285714286,0.8,0.928571428571429,1,,,
3,0.928571428571429,0.785714285714286,0.8,1,0.9,0.928571428571429,0.935714285714286,0.935714285714286,0.928571428571429,0.928571428571428,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
1,1,1,1,1,1,1,1,1,1,1,,,
